#threshold	hh_are	hh_f1score	n_exports
5	0.481442834869	0.723377164728	140291
10	0.294255340265	0.862414942893	140291
15	0.208930477445	0.915996053064	140291
20	0.165337071301	0.939613146721	140291
25	0.143931103432	0.949202511867	140291
30	0.131478142545	0.954058341697	140291
35	0.121527924262	0.957237190579	140291
40	0.112110311076	0.960803714133	140291
45	0.106504550457	0.962436133252	140291
50	0.102792052299	0.962917452934	140291
