#threshold	hh_are	hh_f1score	n_exports
5	0.587836056784	0.607843947597	92292
10	0.362546859672	0.794975067127	92292
15	0.226074657759	0.88571879296	92292
20	0.162622453528	0.922326993767	92292
25	0.128230690859	0.940511936261	92292
30	0.107281076277	0.950970842262	92292
35	0.0899893370532	0.959512315445	92292
40	0.0779831334955	0.965214096249	92292
45	0.0674253344797	0.970095354027	92292
50	0.05797472915	0.974568179845	92292
